FLOW_START_MILLISECONDS,FLOW_END_MILLISECONDS,IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,SRC_TO_DST_IAT_MIN,SRC_TO_DST_IAT_MAX,SRC_TO_DST_IAT_AVG,SRC_TO_DST_IAT_STDDEV,DST_TO_SRC_IAT_MIN,DST_TO_SRC_IAT_MAX,DST_TO_SRC_IAT_AVG,DST_TO_SRC_IAT_STDDEV,Label,Attack
1421964137937,1421964137938,59.166.0.0,51156,149.171.126.4,53,17,5.0,146,2,178,2,0,0,0,1,0,0,31,31,89,73,73,89,178.0,146.0,0,0,0,0,584000,712000,4,0,0,0,0,0,0,0,0,25201,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1421968115808,1421968115826,59.166.0.1,39878,149.171.126.3,8326,6,36.0,2646,42,25684,44,27,27,27,18,18,18,31,32,1352,52,52,1352,1426.888888888889,147.0,595,7,12422,14,1114105,10814315,68,0,0,0,18,26064,14480,21248,83,0,0,0,0,0,3,0,0,0,3,0,0,0,Benign
1421940657134,1421940657135,59.166.0.0,1607,149.171.126.2,53,17,5.0,146,2,178,2,0,0,0,1,0,0,31,31,89,73,73,89,178.0,146.0,0,0,0,0,584000,712000,4,0,0,0,0,0,0,0,0,41954,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1421929341294,1421929342454,59.166.0.4,54608,149.171.126.2,80,6,7.0,1684,14,10168,18,27,27,27,1159,1159,1159,31,32,1500,52,52,1500,8.773080241587575,1.45297670405522,634,3,4820,4,11613,70124,20,0,6,0,6,11584,8688,31232,122,0,0,0,0,0,999,89,264,0,1000,67,234,0,Benign
1421963063222,1421963063223,59.166.0.5,42747,149.171.126.9,53,17,5.0,130,2,162,2,0,0,0,1,0,0,31,31,81,65,65,81,162.0,130.0,0,0,0,0,520000,648000,4,0,0,0,0,0,0,0,0,862,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1424238448529,1424238448589,59.166.0.3,40113,149.171.126.7,10539,6,36.0,3926,66,56022,68,27,27,27,59,59,59,31,32,1352,52,52,1352,949.5254237288136,66.54237288135593,611,7,27591,26,523466,7469600,92,0,0,6,36,43440,14480,25344,99,0,0,0,0,0,4,0,1,0,4,0,1,0,Benign
1424245047281,1424245047283,59.166.0.1,46638,149.171.126.0,30498,17,11.0,536,4,304,4,0,0,0,1,1,0,31,32,152,52,52,152,304.0,536.0,0,0,0,0,2144000,1216000,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Benign
1424226090112,1424226090113,59.166.0.9,31498,149.171.126.8,53,17,5.0,146,2,178,2,0,0,0,1,0,0,31,31,89,73,73,89,178.0,146.0,0,0,0,0,584000,712000,4,0,0,0,0,0,0,0,0,57007,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1424247003071,1424247003610,175.45.176.3,40189,149.171.126.14,1723,6,0.0,2504,10,256,6,19,19,19,538,520,459,254,255,1076,40,40,1076,0.4758364312267658,4.654275092936803,1124,2,0,0,37165,3799,14,0,0,0,2,16383,16383,25600,100,0,0,0,0,0,188,57,75,0,374,91,144,1,Fuzzers
1421927436621,1421927436622,59.166.0.0,6686,149.171.126.4,53,17,5.0,132,2,164,2,0,0,0,1,0,0,31,31,82,66,66,82,164.0,132.0,0,0,0,0,528000,656000,4,0,0,0,0,0,0,0,0,49083,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1424244825176,1424244825194,59.166.0.3,64436,149.171.126.9,63838,6,36.0,2542,40,23154,42,27,27,27,17,16,16,31,32,1352,52,52,1352,1362.0,149.52941176470588,595,7,11157,13,1129777,10290666,66,0,0,0,16,24616,14480,21248,83,0,0,0,0,0,2,0,0,0,2,0,0,0,Benign
1421943110243,1421943111185,59.166.0.2,21581,149.171.126.2,143,6,4.0,7806,122,15104,126,27,27,27,941,941,941,31,32,1500,52,52,1500,16.051009564293306,8.295430393198725,2291,30,5884,31,66292,128271,222,18,4,2,2,50680,47784,62208,243,0,0,0,0,0,115,7,15,0,116,7,15,0,Benign
1421963300534,1421963300559,59.166.0.2,4656,149.171.126.4,6881,6,37.0,1540,16,1644,18,27,27,27,25,25,24,31,32,329,52,52,329,65.76,61.6,562,4,506,3,473846,505846,30,0,4,0,0,10136,10136,12800,50,0,0,0,0,0,8,1,2,0,9,1,2,0,Benign
1421934182541,1421934187486,59.166.0.9,59137,149.171.126.5,21,6,37.0,1817,33,2512,35,24,24,24,4944,4912,4943,31,32,106,52,52,106,0.5080906148867314,0.3675161812297735,436,7,793,9,2939,4063,79,0,0,0,0,20272,17376,46080,180,0,0,0,229,0,1752,136,302,0,1894,141,334,0,Benign
1424231026885,1424231026886,59.166.0.9,30784,149.171.126.3,21,6,37.0,9,1,193,3,24,24,16,0,0,0,31,32,89,52,52,89,inf,inf,0,0,0,0,72000,1544000,15,0,0,0,0,0,7240,0,0,0,0,0,331,0,0,0,0,0,1,0,0,0,Benign
1424231553917,1424231554666,175.45.176.1,62314,149.171.126.13,860,6,0.0,966,6,80,2,18,18,18,749,749,0,62,63,403,40,40,403,0.1068090787716956,1.2897196261682242,443,2,0,0,10304,853,6,0,2,0,0,43466,39014,47872,187,0,0,0,0,0,416,149,185,0,0,0,0,1,DoS
1421938877684,1421938877777,149.171.126.2,26680,59.166.0.2,56409,6,36.0,44984,42,1820,35,25,25,17,92,92,91,29,30,1352,52,52,1352,19.782608695652176,488.9565217391304,22336,18,0,0,3869591,156559,43,0,0,2,32,14480,39096,16384,64,0,0,0,0,0,9,1,2,0,9,2,2,0,Benign
1421937003943,1421937004530,59.166.0.5,45935,149.171.126.5,21,6,37.0,2059,37,2814,39,24,24,24,587,575,586,31,32,106,52,52,106,4.793867120954004,3.507666098807496,505,8,886,10,28013,38285,87,0,0,0,0,21720,18824,63744,249,0,0,0,125,0,197,14,33,0,275,15,42,0,Benign
1424239219300,1424239219500,59.166.0.2,30232,149.171.126.8,21,6,37.0,1493,27,2056,29,24,24,24,199,188,198,31,32,106,52,52,106,10.331658291457286,7.50251256281407,378,6,611,7,59720,82240,67,0,0,0,0,17376,15928,31232,122,0,0,0,125,0,65,5,13,0,74,6,14,0,Benign
1424243085353,1424243085384,59.166.0.8,6390,149.171.126.0,25,6,3.0,37208,52,3380,42,27,27,27,31,30,30,31,32,1500,52,52,1500,109.03225806451611,1200.258064516129,18188,18,958,7,9302000,845000,66,2,2,0,24,15928,30408,3072,12,0,0,0,0,0,4,0,0,0,7,0,1,0,Benign
1421969799124,1421969801582,59.166.0.4,1240,149.171.126.2,6881,6,37.0,13350,232,548216,438,27,27,27,2457,2457,2457,31,32,1500,52,52,1500,223.1241351241352,5.433455433455434,1735,21,272908,196,43449,1784266,282,0,4,32,352,65160,34752,50944,199,0,0,0,0,0,1629,10,106,0,1630,5,77,0,Benign
1421957358186,1421957359359,59.166.0.6,39489,149.171.126.7,80,6,7.0,1580,12,10168,18,27,27,27,1172,1172,1171,31,32,1500,52,52,1500,8.675767918088738,1.348122866894198,634,3,4820,4,10775,69346,18,0,6,0,6,11584,8688,31232,122,0,0,0,0,0,999,106,285,0,1000,68,235,0,Benign
1424234864936,1424234865035,59.166.0.8,64625,149.171.126.4,24293,6,36.0,2766,44,28348,46,27,27,27,99,98,98,31,32,1352,52,52,1352,286.34343434343435,27.939393939393938,603,7,13754,15,221280,2267840,70,0,0,0,20,27512,14480,23296,91,0,0,0,0,0,13,2,3,0,12,1,3,0,Benign
1421942524134,1421942524138,59.166.0.7,33736,149.171.126.7,5190,6,37.0,1036,12,2262,12,27,27,27,4,3,3,31,32,829,52,52,829,565.5,259.0,414,4,971,3,1657600,3619200,20,2,0,2,0,10136,10136,40448,158,0,0,0,0,0,1,0,0,0,0,0,0,0,Benign
1421959952426,1421959952428,59.166.0.3,52650,149.171.126.7,53,17,5.0,146,2,178,2,0,0,0,1,0,0,31,31,89,73,73,89,178.0,146.0,0,0,0,0,584000,712000,4,0,0,0,0,0,0,0,0,26639,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1424241477229,1424241477237,59.166.0.9,58398,149.171.126.9,111,17,11.0,568,4,320,4,0,0,0,7,3,5,31,32,142,80,80,142,45.71428571428572,81.14285714285714,0,0,0,0,568000,320000,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,5,1,2,0,Benign
1421961317107,1421961319883,59.166.0.4,19400,149.171.126.5,6881,6,37.0,9436,160,399216,322,27,27,27,2775,2775,2774,31,32,1500,52,52,1500,143.86162162162162,3.4003603603603603,1390,16,198668,143,27193,1150478,198,0,6,22,256,65160,27512,28160,110,0,0,0,0,0,2334,17,184,0,2334,8,130,0,Benign
1424258996079,1424258996087,59.166.0.6,44122,149.171.126.6,21,6,37.0,1251,23,1752,25,24,24,24,8,7,7,31,32,106,52,52,106,219.0,156.375,309,5,517,6,1112000,1557333,59,0,0,0,0,15928,14480,13568,53,0,0,0,229,0,1,0,0,0,1,0,0,0,Benign
1424220121144,1424220121173,59.166.0.4,60741,149.171.126.7,58715,6,36.0,4014,68,59460,70,27,27,27,28,28,28,31,32,1352,52,52,1352,2123.5714285714284,143.35714285714286,603,7,29310,27,1107310,16402758,94,0,0,4,40,44888,14480,23296,91,0,0,0,0,0,2,0,0,0,3,0,0,0,Benign
1421937609065,1421937609070,59.166.0.2,42222,149.171.126.0,5190,6,0.0,1470,22,1728,14,27,27,27,5,5,4,31,32,510,52,52,510,345.6,294.0,423,5,652,3,1960000,2304000,32,2,2,0,0,10136,11584,42752,167,0,0,0,0,0,1,0,0,0,0,0,0,0,Benign
1421951166958,1421951166966,59.166.0.1,1439,149.171.126.6,21,6,37.0,1251,23,1752,25,24,24,24,8,7,7,31,32,106,52,52,106,219.0,156.375,309,5,517,6,1112000,1557333,59,0,0,0,0,15928,14480,13568,53,0,0,0,229,0,2,0,0,0,1,0,0,0,Benign
1424261504713,1424261504714,59.166.0.0,1921,149.171.126.7,57355,17,11.0,552,4,304,4,0,0,0,1,1,0,31,32,160,52,52,160,304.0,552.0,0,0,0,0,2208000,1216000,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Benign
1424246220141,1424246220191,59.166.0.9,33836,149.171.126.2,12258,6,36.0,3390,56,44832,58,27,27,27,49,49,47,31,32,1352,52,52,1352,914.938775510204,69.18367346938776,603,7,21996,21,542400,7173120,82,0,0,0,32,36200,14480,23296,91,0,0,0,0,0,8,0,1,0,7,0,1,0,Benign
1424226217245,1424226217315,59.166.0.0,37504,149.171.126.1,35588,6,36.0,2974,48,33550,50,27,27,27,70,69,69,31,32,1352,52,52,1352,479.2857142857143,42.48571428571429,603,7,16355,17,335098,3780281,74,0,0,0,24,30408,14480,23296,91,0,0,0,0,0,6,1,1,0,5,1,1,0,Benign
1421962659418,1421962659440,59.166.0.9,14031,149.171.126.2,25,6,3.0,37226,52,3276,40,27,27,27,22,22,22,31,32,1500,52,52,1500,148.9090909090909,1692.090909090909,18197,18,958,7,12948173,1139478,64,2,2,0,24,15928,30408,5376,21,0,0,0,0,0,2,0,0,0,5,0,1,0,Benign
1421940300603,1421940300759,59.166.0.7,48081,149.171.126.9,5190,6,0.0,1958,22,2308,24,27,27,27,156,155,155,31,32,485,52,52,485,14.794871794871796,12.551282051282053,719,6,786,5,99770,117605,42,0,4,0,0,13032,13032,52992,207,0,0,0,0,0,50,7,13,0,51,6,12,0,Benign
1421942230925,1421942232673,59.166.0.2,23015,149.171.126.7,21,6,1.0,1493,27,2056,29,24,24,24,1748,1603,1747,31,32,106,52,52,106,1.1762013729977117,0.8541189931350115,378,6,611,7,6829,9404,67,0,0,0,0,17376,15928,31232,122,0,0,0,125,0,378,50,96,0,441,56,107,0,Benign
1424229534181,1424229534345,59.166.0.3,34526,149.171.126.9,13078,6,36.0,4966,86,79882,86,27,27,27,163,163,163,31,32,1352,52,52,1352,490.07361963190186,30.466257668711656,611,7,39521,35,242243,3896682,112,0,0,6,54,56472,14480,25344,99,0,0,0,0,0,19,1,3,0,20,1,3,0,Benign
1424259364881,1424259364882,59.166.0.4,50956,149.171.126.3,53,17,5.0,146,2,178,2,0,0,0,1,0,0,31,31,89,73,73,89,178.0,146.0,0,0,0,0,584000,712000,4,0,0,0,0,0,0,0,0,25257,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1424249114778,1424249115509,59.166.0.8,11172,149.171.126.2,111,17,11.0,568,4,304,4,0,0,0,731,685,689,31,32,142,76,76,142,0.4158686730506156,0.7770177838577291,0,0,0,0,6207,3322,4,4,0,0,0,0,0,0,0,0,0,0,0,0,685,228,322,0,689,229,324,0,Benign
1424249122637,1424249122834,59.166.0.3,22067,149.171.126.2,22193,6,36.0,2542,40,21848,42,27,27,27,196,196,196,31,32,1352,52,52,1352,111.46938775510203,12.96938775510204,595,7,10504,13,103228,887228,66,0,0,2,14,24616,14480,21248,83,0,0,0,0,0,27,4,7,0,29,4,7,0,Benign
1424234813935,1424234813936,59.166.0.7,61923,149.171.126.9,53,17,5.0,146,2,178,2,0,0,0,1,0,0,31,31,89,73,73,89,178.0,146.0,0,0,0,0,584000,712000,4,0,0,0,0,0,0,0,0,21574,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1424232242404,1424232243094,59.166.0.9,8919,149.171.126.8,7608,6,11.0,4928,28,3080,30,27,27,27,690,690,689,31,32,1096,52,52,1096,4.463768115942029,7.142028985507246,2100,7,1068,6,57053,35658,36,18,2,0,2,14480,14480,13312,52,0,0,0,0,0,233,25,49,0,232,23,48,0,Benign
1424237392174,1424237392348,59.166.0.2,24785,149.171.126.2,21,6,37.0,1817,33,2512,35,24,24,24,173,163,172,31,32,106,52,52,106,14.520231213872831,10.502890173410403,436,7,793,9,83540,115494,79,0,0,0,0,20272,17376,46080,180,0,0,0,229,0,146,4,23,0,139,4,22,0,Benign
1421971170338,1421971170723,59.166.0.2,25339,149.171.126.1,21,6,37.0,1817,33,2511,35,24,24,24,385,375,384,31,32,106,52,52,106,6.522077922077922,4.71948051948052,436,7,793,9,37658,52041,79,0,0,0,0,20272,17376,46080,180,0,0,0,229,0,196,9,35,0,295,9,47,0,Benign
1424234227327,1424234227343,59.166.0.5,30048,149.171.126.0,55096,6,36.0,2766,44,28892,46,27,27,27,15,15,15,31,32,1366,52,52,1366,1926.1333333333328,184.4,603,7,14026,15,1383000,14446000,70,0,0,0,20,27512,14480,23296,91,0,0,0,0,0,2,0,0,0,2,0,0,0,Benign
1421938970336,1421938971515,59.166.0.2,20651,149.171.126.7,80,6,7.0,1684,14,10168,18,27,27,27,1178,1178,1178,31,32,1500,52,52,1500,8.631578947368421,1.429541595925297,634,3,4820,4,11426,68994,20,0,6,0,6,11584,8688,31232,122,0,0,0,0,0,999,90,264,0,1003,69,235,0,Benign
1421963307871,1421963308283,59.166.0.2,2723,149.171.126.3,6881,6,37.0,1540,16,1644,18,27,27,27,411,411,411,31,32,329,52,52,329,4.0,3.746958637469586,562,4,506,3,29902,31922,30,0,4,0,0,10136,10136,12800,50,0,0,0,0,0,171,27,47,0,174,23,47,0,Benign
1424252389183,1424252389188,59.166.0.4,48110,149.171.126.0,5190,6,0.0,1958,22,2308,24,27,27,27,5,5,4,31,32,485,52,52,485,461.6,391.6,719,6,786,5,2610666,3077333,42,0,4,0,0,13032,13032,52992,207,0,0,0,0,0,1,0,0,0,1,0,0,0,Benign
1421971769521,1421971770732,59.166.0.5,28123,149.171.126.1,21,6,37.0,481,9,750,11,24,24,24,1210,1083,1209,31,32,94,52,52,94,0.6198347107438017,0.3975206611570248,132,2,172,2,3177,4954,31,0,0,0,0,10136,10136,33792,132,0,0,0,229,0,1652,286,563,0,1652,315,574,0,Benign
1424240821623,1424240821638,59.166.0.5,45840,149.171.126.9,21,6,37.0,481,9,750,11,24,24,24,15,4,14,31,32,94,52,52,94,50.0,32.06666666666667,132,2,172,2,240500,375000,31,0,0,0,0,10136,10136,33792,132,0,0,0,229,0,2,0,0,0,10,1,2,0,Benign
1424224654992,1424224654999,59.166.0.1,48553,149.171.126.7,5190,6,37.0,2152,26,2410,26,27,27,27,7,6,6,31,32,485,52,52,485,344.2857142857143,307.42857142857144,712,6,837,6,2152000,2410000,48,0,4,0,0,14480,13032,51200,200,0,0,0,0,0,1,0,0,0,1,0,0,0,Benign
1424240495339,1424240495830,59.166.0.6,65286,149.171.126.8,1538,6,11.0,5048,28,3080,30,27,27,27,491,491,490,31,32,1156,52,52,1156,6.272912423625255,10.281059063136455,2160,7,1068,6,82081,50081,36,18,2,0,2,14480,14480,28672,112,0,0,0,0,0,122,17,26,0,121,16,26,0,Benign
1424254525613,1424254525632,59.166.0.9,40326,149.171.126.4,5190,6,0.0,2062,24,2424,26,27,27,27,19,18,18,31,32,485,52,52,485,127.57894736842104,108.52631578947368,719,6,844,6,824800,969600,46,0,4,0,0,14480,13032,52992,207,0,0,0,0,0,14,0,2,0,13,0,2,0,Benign
1424253585217,1424253585217,175.45.176.1,47439,149.171.126.14,53,17,5.0,114,2,0,0,0,0,0,0,0,0,254,254,57,57,0,57,,inf,0,0,0,0,912000,0,2,0,0,0,0,0,0,0,0,20994,255,0,0,0,0,0,0,0,0,0,0,1,Generic
1424237115871,1424237116221,59.166.0.3,26304,149.171.126.9,21,6,37.0,2487,45,3500,50,25,25,25,349,349,348,31,32,106,52,52,106,10.02865329512894,7.126074498567335,563,9,1126,13,56845,80000,106,0,0,0,0,26064,20272,13056,51,0,0,0,0,0,197,6,29,0,274,6,37,0,Benign
1421956720238,1421956720507,59.166.0.8,18237,149.171.126.3,36398,6,11.0,4760,24,2872,26,27,27,27,268,268,268,31,32,1116,52,52,1116,10.71641791044776,17.761194029850746,2120,7,1068,6,141561,85412,28,18,2,0,2,14480,14480,18432,72,0,0,0,0,0,103,11,22,0,102,10,22,0,Benign
1424237076167,1424237076481,59.166.0.5,51994,149.171.126.6,5190,6,37.0,1244,16,2574,18,27,27,27,313,312,312,31,32,829,52,52,829,8.223642172523961,3.97444089456869,414,4,971,3,31694,65579,30,2,0,2,0,10136,10136,40448,158,0,0,0,0,0,100,20,31,0,101,18,30,0,Benign
1424241550730,1424241550744,59.166.0.4,57527,149.171.126.2,54664,6,36.0,2766,44,25742,46,27,27,27,13,13,13,31,32,1352,52,52,1352,1980.1538461538464,212.7692307692308,603,7,12451,15,1580571,14709714,70,0,0,4,16,27512,14480,23296,91,0,0,0,0,0,2,0,0,0,2,0,0,0,Benign
1424223743381,1424223743383,59.166.0.2,59400,149.171.126.7,63273,17,11.0,528,4,304,4,0,0,0,1,1,0,31,32,148,52,52,148,304.0,528.0,0,0,0,0,2112000,1216000,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Benign
1421967115979,1421967115998,59.166.0.8,16635,149.171.126.2,15734,6,36.0,2750,44,28194,46,27,27,27,19,19,19,31,32,1352,52,52,1352,1483.8947368421052,144.73684210526315,595,7,13677,15,1100000,11277600,70,0,0,2,18,27512,14480,21248,83,0,0,0,0,0,3,0,0,0,3,0,0,0,Benign
1424252995509,1424252995536,59.166.0.7,21658,149.171.126.2,19755,6,36.0,3926,66,55486,68,27,27,27,26,26,26,31,32,1352,52,52,1352,2134.076923076923,151.0,611,7,27323,26,1163259,16440296,92,0,0,6,36,43440,14480,25344,99,0,0,0,0,0,2,0,0,0,2,0,0,0,Benign
1424238081883,1424238082082,59.166.0.3,3505,149.171.126.7,143,6,4.0,7816,122,15314,126,27,27,27,199,199,199,31,32,1500,52,52,1500,76.95477386934674,39.27638190954774,2296,30,5989,31,312640,612560,222,18,4,2,2,50680,47784,63488,248,0,0,0,0,0,39,1,4,0,40,1,4,0,Benign
1421967310881,1421967310910,59.166.0.9,2947,149.171.126.5,48183,6,36.0,2438,38,19414,40,27,27,27,29,28,28,31,32,1352,52,52,1352,669.448275862069,84.06896551724138,595,7,9287,12,650133,5177066,64,0,0,2,12,23168,14480,21248,83,0,0,0,0,0,5,0,1,0,5,0,1,0,Benign
1424245389585,1424245390647,59.166.0.6,7832,149.171.126.6,80,6,7.0,1580,12,10168,18,27,27,27,1061,1060,1060,31,32,1500,52,52,1500,9.583411875589066,1.4891611687087654,634,3,4820,4,11902,76595,18,0,6,0,6,11584,8688,31232,122,0,0,0,0,0,1023,96,293,0,1024,62,240,0,Benign
1421941387219,1421941388225,59.166.0.3,41683,149.171.126.3,80,6,7.0,1580,12,10168,18,27,27,27,1005,1005,1005,31,32,1500,52,52,1500,10.117412935323385,1.572139303482587,634,3,4820,4,12564,80858,18,0,6,0,6,11584,8688,31232,122,0,0,0,0,0,999,91,287,0,1000,58,235,0,Benign
